 State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,30, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,45, United-States, >50K
 Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,55, United-States, <=50K
 Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,30, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,50, Portugal, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,70, United-States, >50K
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Masters, Divorced, Sales, Unmarried, White, Female,60, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,25, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,35, United-States, <=50K
 Private, 11th, Never-married, Priv-house-serv, Own-child, White, Female,25, United-States, <=50K
 Local-gov, Some-college, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,40, United-States, <=50K
 Private, 1st-4th, Never-married, Priv-house-serv, Not-in-family, White, Female,40, Guatemala, <=50K
 State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male,40, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,30, United-States, <=50K
 Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,45, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,36, United-States, >50K
 Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,60, Thailand, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
 State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,40, United-States, >50K
 Private, HS-grad, Separated, Sales, Unmarried, White, Female,45, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,40, United-States, <=50K
 Self-emp-not-inc, 11th, Never-married, Farming-fishing, Own-child, White, Male,37, United-States, <=50K
 Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,99, United-States, <=50K
 Local-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,16, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, ?, >50K
 Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Other-relative, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,35, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,40, South, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Mexico, <=50K
 Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States, >50K
 Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, Philippines, >50K
 Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,24, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Canada, >50K
 Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,20, United-States, >50K
 Private, 11th, Divorced, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,42, United-States, >50K
 Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Private, 5th-6th, Separated, Farming-fishing, Other-relative, White, Male,60, Mexico, <=50K
 Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,60, United-States, <=50K
 Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,10, United-States, <=50K
 State-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male,40, United-States, <=50K
 Private, 5th-6th, Married-spouse-absent, Sales, Not-in-family, White, Male,22, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, <=50K
 Private, Some-college, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
 ?, 1st-4th, Separated, ?, Unmarried, White, Female,40, Mexico, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
 ?, 10th, Separated, ?, Other-relative, White, Female,40, Puerto-Rico, <=50K
 Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Other-relative, Black, Male,40, ?, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States, <=50K
 Local-gov, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,45, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,27, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States, <=50K
 Private, 9th, Separated, Other-service, Unmarried, Other, Female,40, Trinadad&Tobago, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,32, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,48, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, >50K
 Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,24, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, 9th, Never-married, Transport-moving, Not-in-family, White, Male,50, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,45, Mexico, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,75, United-States, >50K
 Private, 7th-8th, Never-married, Other-service, Other-relative, White, Male,35, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,45, United-States, <=50K
 ?, 5th-6th, Married-civ-spouse, ?, Husband, White, Male,40, Mexico, <=50K
 Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,70, United-States, >50K
 Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, Other, Female,40, Columbia, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 ?, 7th-8th, Married-civ-spouse, ?, Husband, White, Male,25, United-States, <=50K
 ?, Some-college, Never-married, ?, Own-child, Black, Female,40, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Protective-serv, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, 11th, Divorced, Machine-op-inspct, Not-in-family, Black, Female,20, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, Other-relative, White, Male,35, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 ?, Some-college, Never-married, ?, Own-child, White, Male,2, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, >50K
 Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,84, Portugal, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,35, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Male,40, Mexico, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,35, United-States, <=50K
 ?, 12th, Never-married, ?, Own-child, White, Female,40, United-States, <=50K
 Private, 10th, Divorced, Other-service, Not-in-family, White, Male,48, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,38, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States, >50K
 Private, HS-grad, Separated, Sales, Unmarried, Black, Female,37, United-States, <=50K
 Federal-gov, Masters, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States, <=50K
 ?, Some-college, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female,12, Thailand, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,55, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States, >50K
 Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,40, Mexico, <=50K
 State-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,40, Scotland, <=50K
 Private, Some-college, Divorced, Transport-moving, Not-in-family, Black, Female,40, United-States, <=50K
 Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,32, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,20, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
 State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,27, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,30, United-States, <=50K
 Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,55, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, >50K
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,70, United-States, >50K
 ?, 7th-8th, Divorced, ?, Unmarried, White, Male,45, United-States, <=50K
 Private, 10th, Never-married, Other-service, Own-child, White, Male,8, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
 Private, 12th, Married-civ-spouse, Priv-house-serv, Wife, Other, Female,40, Dominican-Republic, <=50K
 Private, 11th, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,40, United-States, >50K
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,40, ?, <=50K
 Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, 10th, Married-spouse-absent, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,40, India, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K
 Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K
 Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,38, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Male,50, United-States, <=50K
 Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, 7th-8th, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,40, Puerto-Rico, <=50K
 Private, 11th, Married-spouse-absent, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,40, South, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, >50K
 Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,55, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,40, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,40, United-States, >50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,16, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,15, United-States, >50K
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,60, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,30, United-States, <=50K
 Self-emp-inc, Assoc-voc, Widowed, Sales, Not-in-family, White, Female,50, United-States, >50K
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States, <=50K
 Private, 11th, Never-married, Farming-fishing, Unmarried, White, Male,40, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,45, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,63, United-States, <=50K
 Private, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,50, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,55, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,50, United-States, <=50K
 Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,25, ?, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,35, United-States, >50K
 Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, 10th, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, 11th, Never-married, Sales, Own-child, White, Female,13, United-States, <=50K
 Private, 9th, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Self-emp-inc, Some-college, Widowed, Sales, Not-in-family, White, Male,20, United-States, <=50K
 Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,32, United-States, <=50K
 Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,35, United-States, <=50K
 Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
 Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,22, United-States, >50K
 Private, Bachelors, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,40, China, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,20, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,35, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 ?, 9th, Never-married, ?, Unmarried, White, Female,40, Dominican-Republic, <=50K
 Private, 11th, Never-married, Sales, Own-child, White, Female,9, United-States, <=50K
 Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,30, Mexico, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, 9th, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
 ?, 10th, Never-married, ?, Not-in-family, White, Female,38, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,22, United-States, >50K
 Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,40, United-States, <=50K
 Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,48, United-States, >50K
 Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,45, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,15, United-States, <=50K
 ?, HS-grad, Never-married, ?, Other-relative, White, Male,40, El-Salvador, <=50K
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,40, United-States, <=50K
 Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Mexico, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, >50K
 Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,45, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,25, United-States, <=50K
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,41, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, >50K
 Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,45, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,36, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
 Private, Preschool, Married-spouse-absent, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States, <=50K
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Poland, <=50K
 Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,36, United-States, <=50K
 Private, 11th, Widowed, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,35, ?, <=50K
 Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,35, Guatemala, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,35, United-States, >50K
 Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, >50K
 ?, HS-grad, Separated, ?, Not-in-family, White, Female,40, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Canada, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,38, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,35, United-States, <=50K
 Private, HS-grad, Separated, Other-service, Unmarried, White, Female,39, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,25, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,43, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, El-Salvador, >50K
 ?, Bachelors, Married-civ-spouse, ?, Wife, Black, Female,8, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,99, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,35, United-States, <=50K
 Private, Some-college, Never-married, Sales, Own-child, White, Male,24, United-States, <=50K
 Private, Assoc-voc, Never-married, Sales, Unmarried, White, Female,55, ?, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,35, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,40, China, >50K
 Private, 12th, Never-married, Other-service, Not-in-family, Other, Female,35, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female,4, United-States, <=50K
 Private, 11th, Divorced, Exec-managerial, Unmarried, White, Female,36, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,30, United-States, >50K
 Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Local-gov, 1st-4th, Married-civ-spouse, Other-service, Husband, White, Male,32, Mexico, <=50K
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
 Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K
 Private, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K
 Private, Bachelors, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,50, United-States, <=50K
 Private, 7th-8th, Separated, Handlers-cleaners, Not-in-family, Black, Male,35, Haiti, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
 Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,72, United-States, >50K
